,record_id,supplier_id,supplier_name,item_id,item_description,purcahse_order_id,order_date,promised_delivery_date,actual_delivery_date,promised_lead_time_days,actual_lead_time_days,lead_time_variance_days,quantity_ordered,quantity_received,on_time_delivery,lead_reason,order_status,buyer_id,buyer_name
388,REC-000389,SUP-011,Evergreen Textiles,ITM-0001,M8 Hex Bolt Stainless A2,PO-100388,2025-02-01,2025-02-26,,25,,,1196,0,,pending delivery,in transit,BUY-12,Liam Murphy
389,REC-000390,SUP-009,Pioneer Bearings,ITM-0026,Pressure Gauge 0-10bar,PO-100389,2025-12-03,2025-12-21,2025-12-21,18,18,0,375,332,true,On time,partially delivered,BUY-03,Lena Schmidt
390,REC-000391,SUP-007,Orion Packaging,ITM-0017,Cutting Disc 125mm,PO-100390,2025-02-23,2025-03-01,2025-03-02,6,7,1,1122,1122,false,supplier capacity shortage,delivered,BUY-09,Mei Chen
391,REC-000392,SUP-028,Borealis Polymers,ITM-0012,Capacitor 470uF 25V,PO-100391,2025-08-21,2025-09-22,2025-09-22,32,32,0,1759,1759,true,On time,delivered,BUY-10,Omar Haddad
392,REC-000393,SUP-029,Cobalt Connectors,ITM-0009,PVC Pipe 50mm 3m,PO-100392,2025-12-16,2026-01-24,2026-01-17,39,32,-7,267,267,true,On time,delivered,BUY-03,Lena Schmidt
393,REC-000394,SUP-007,Orion Packaging,ITM-0028,Proximity Sensor M12,PO-100393,2025-07-20,2025-08-08,2025-08-10,19,21,2,994,838,false,customs/clearance delay,partially delivered,BUY-10,Omar Haddad
394,REC-000395,SUP-012,Falcon Aerospace Parts,ITM-0022,Hard Hat White,PO-100394,2025-10-30,2025-11-21,2025-12-02,22,33,11,426,426,false,supplier capacity shortage,delivered,BUY-06,Diego Alvarez
395,REC-000396,SUP-024,Vertex Adhesives,ITM-0016,O-Ring Kit Nitrile,PO-100395,2024-11-30,2024-12-30,2024-12-31,30,31,1,630,604,false,production backlog,partially delivered,BUY-09,Mei Chen
396,REC-000397,SUP-029,Cobalt Connectors,ITM-0008,Roller Bearing NU205,PO-100396,2026-05-13,2026-06-17,2026-06-13,35,31,-4,835,835,true,On time,delivered,BUY-06,Diego Alvarez
397,REC-000398,SUP-013,Harbor Industrial Supply,ITM-0034,Coolant Concentrate 20L,PO-100397,2025-07-27,2025-08-06,2025-08-11,10,15,5,1118,850,false,incorrect documentation,partially delivered,BUY-05,Priya Nair
398,REC-000399,SUP-014,Ironclad Metals,ITM-0001,M8 Hex Bolt Stainless A2,PO-100398,2024-08-07,2024-08-29,2024-08-30,22,23,1,1763,1763,false,raw material shortage,delivered,BUY-01,Aisha Khan
399,REC-000400,SUP-017,Nexus Semiconductors,ITM-0005,Hydraulic Hose 1in 10m,PO-100399,2024-10-04,2024-10-15,2024-10-11,11,7,-4,1104,1104,true,On time,delivered,BUY-01,Aisha Khan
400,REC-000401,SUP-013,Harbor Industrial Supply,ITM-0020,Epoxy Adhesive 1kg,PO-100400,2025-09-14,2025-10-27,,43,,,262,0,,pending delivery,in transit,BUY-01,Aisha Khan
401,REC-000402,SUP-027,Apex Gaskets,ITM-0023,Steel Bracket L-Type,PO-100401,2025-04-24,2025-05-24,,30,,,1974,0,,pending delivery,in transit,BUY-12,Liam Murphy
402,REC-000403,SUP-012,Falcon Aerospace Parts,ITM-0017,Cutting Disc 125mm,PO-100402,2025-05-10,2025-05-23,2025-05-21,13,11,-2,846,846,true,On time,delivered,BUY-12,Liam Murphy
403,REC-000404,SUP-013,Harbor Industrial Supply,ITM-0020,Epoxy Adhesive 1kg,PO-100403,2024-09-20,2024-10-10,,20,,,1937,0,,cancelled,cancelled,BUY-12,Liam Murphy
404,REC-000405,SUP-013,Harbor Industrial Supply,ITM-0016,O-Ring Kit Nitrile,PO-100404,2026-02-07,2026-03-07,2026-03-03,28,24,-4,307,307,true,On time,delivered,BUY-12,Liam Murphy
405,REC-000406,SUP-010,Granite Tooling,ITM-0033,Filter Cartridge 10in,PO-100405,2026-02-11,2026-02-26,2026-03-04,15,21,6,78,78,false,production backlog,delivered,BUY-02,Marco Rossi
406,REC-000407,SUP-005,Vanguard Fasteners,ITM-0027,Solenoid Valve 24V,PO-100406,2024-02-22,2024-03-22,2024-03-13,29,20,-9,518,518,true,On time,delivered,BUY-02,Marco Rossi
407,REC-000408,SUP-021,Sterling Valves,ITM-0024,Hinge Stainless 100mm,PO-100407,2024-07-01,2024-07-29,2024-08-04,28,34,6,1439,1439,false,incorrect documentation,delivered,BUY-07,Sara Lindqvist
408,REC-000409,SUP-022,Titan Castings,ITM-0037,Rubber Mat 1x1m,PO-100408,2024-05-17,2024-06-01,2024-05-31,15,14,-1,1974,1974,true,On time,delivered,BUY-02,Marco Rossi
409,REC-000410,SUP-020,Redwood Timber Co,ITM-0030,Gear Reducer 1:20,PO-100409,2025-04-19,2025-05-11,2025-05-14,22,25,3,1599,1599,false,supplier capacity shortage,delivered,BUY-04,Tom Becker
410,REC-000411,SUP-024,Vertex Adhesives,ITM-0006,Pneumatic Fitting 1/4in,PO-100410,2026-03-15,2026-04-08,2026-04-10,24,26,2,401,230,false,customs/clearance delay,partially delivered,BUY-03,Lena Schmidt
411,REC-000412,SUP-021,Sterling Valves,ITM-0006,Pneumatic Fitting 1/4in,PO-100411,2026-03-14,2026-04-20,2026-04-20,37,37,0,210,210,true,On time,delivered,BUY-11,Nina Petrova
412,REC-000413,SUP-011,Evergreen Textiles,ITM-0034,Coolant Concentrate 20L,PO-100412,2026-05-24,2026-06-09,2026-06-03,16,10,-6,374,374,true,On time,delivered,BUY-04,Tom Becker
413,REC-000414,SUP-008,Crescent Chemicals,ITM-0038,Insulation Foam Sheet,PO-100413,2024-06-20,2024-07-15,2024-07-13,25,23,-2,1311,1311,true,On time,delivered,BUY-12,Liam Murphy
414,REC-000415,SUP-006,Summit Electronics,ITM-0034,Coolant Concentrate 20L,PO-100414,2025-09-24,2025-10-10,,16,,,1217,0,,cancelled,cancelled,BUY-08,John O'Brien
415,REC-000416,SUP-023,Umbra Coatings,ITM-0020,Epoxy Adhesive 1kg,PO-100415,2026-03-31,2026-04-07,2026-04-07,7,7,0,329,329,true,On time,delivered,BUY-03,Lena Schmidt
416,REC-000417,SUP-005,Vanguard Fasteners,ITM-0037,Rubber Mat 1x1m,PO-100416,2024-02-13,2024-03-11,2024-03-09,27,25,-2,951,864,true,On time,partially delivered,BUY-04,Tom Becker
417,REC-000418,SUP-019,Quartz Glassworks,ITM-0026,Pressure Gauge 0-10bar,PO-100417,2024-09-04,2024-10-03,,29,,,1494,0,,pending delivery,in transit,BUY-10,Omar Haddad
418,REC-000419,SUP-012,Falcon Aerospace Parts,ITM-0027,Solenoid Valve 24V,PO-100418,2024-10-19,2024-11-17,2024-11-29,29,41,12,168,168,false,transport/carrier delay,delivered,BUY-10,Omar Haddad
419,REC-000420,SUP-023,Umbra Coatings,ITM-0028,Proximity Sensor M12,PO-100419,2024-09-02,2024-09-28,,26,,,1541,0,,pending delivery,in transit,BUY-06,Diego Alvarez
420,REC-000421,SUP-029,Cobalt Connectors,ITM-0014,LED Module 12V White,PO-100420,2024-07-25,2024-08-16,2024-08-13,22,19,-3,707,707,true,On time,delivered,BUY-07,Sara Lindqvist
421,REC-000422,SUP-023,Umbra Coatings,ITM-0006,Pneumatic Fitting 1/4in,PO-100421,2024-08-23,2024-09-12,2024-09-26,20,34,14,19,19,false,weather disruption,delivered,BUY-05,Priya Nair
422,REC-000423,SUP-012,Falcon Aerospace Parts,ITM-0016,O-Ring Kit Nitrile,PO-100422,2024-04-23,2024-05-07,2024-05-18,14,25,11,1415,767,false,weather disruption,partially delivered,BUY-04,Tom Becker
423,REC-000424,SUP-020,Redwood Timber Co,ITM-0016,O-Ring Kit Nitrile,PO-100423,2026-03-25,2026-04-08,2026-04-09,14,15,1,895,895,false,transport/carrier delay,delivered,BUY-11,Nina Petrova
424,REC-000425,SUP-010,Granite Tooling,ITM-0028,Proximity Sensor M12,PO-100424,2024-07-01,2024-08-12,,42,,,1775,0,,pending delivery,in transit,BUY-08,John O'Brien
425,REC-000426,SUP-025,Westwind Cables,ITM-0002,M10 Flange Nut Zinc,PO-100425,2026-02-01,2026-03-10,2026-03-06,37,33,-4,996,996,true,On time,delivered,BUY-08,John O'Brien
426,REC-000427,SUP-016,Maple Composites,ITM-0010,Copper Wire 2.5mm 100m,PO-100426,2024-05-02,2024-05-31,2024-06-01,29,30,1,496,496,false,incorrect documentation,delivered,BUY-04,Tom Becker
427,REC-000428,SUP-013,Harbor Industrial Supply,ITM-0008,Roller Bearing NU205,PO-100427,2025-10-06,2025-10-16,2025-10-21,10,15,5,640,640,false,supplier capacity shortage,delivered,BUY-08,John O'Brien
428,REC-000429,SUP-003,Nordic Steel Works,ITM-0001,M8 Hex Bolt Stainless A2,PO-100428,2024-01-07,2024-02-18,2024-02-19,42,43,1,1226,1226,false,raw material shortage,delivered,BUY-11,Nina Petrova
429,REC-000430,SUP-004,BlueRiver Plastics,ITM-0027,Solenoid Valve 24V,PO-100429,2025-11-18,2025-12-05,2025-12-07,17,19,2,1084,1084,false,customs/clearance delay,delivered,BUY-03,Lena Schmidt
430,REC-000431,SUP-024,Vertex Adhesives,ITM-0016,O-Ring Kit Nitrile,PO-100430,2024-06-05,2024-07-15,2024-07-16,40,41,1,1702,1702,false,customs/clearance delay,delivered,BUY-12,Liam Murphy
431,REC-000432,SUP-003,Nordic Steel Works,ITM-0016,O-Ring Kit Nitrile,PO-100431,2024-08-15,2024-09-14,2024-09-15,30,31,1,1878,1878,false,incorrect documentation,delivered,BUY-04,Tom Becker
432,REC-000433,SUP-009,Pioneer Bearings,ITM-0003,Aluminium Sheet 2mm 1x2m,PO-100432,2025-09-17,2025-10-19,2025-10-13,32,26,-6,1297,1297,true,On time,delivered,BUY-08,John O'Brien
433,REC-000434,SUP-021,Sterling Valves,ITM-0016,O-Ring Kit Nitrile,PO-100433,2024-01-05,2024-02-08,2024-02-10,34,36,2,908,908,false,production backlog,delivered,BUY-04,Tom Becker
434,REC-000435,SUP-009,Pioneer Bearings,ITM-0011,PCB Connector 40-pin,PO-100434,2024-05-22,2024-06-22,2024-06-20,31,29,-2,1607,1607,true,On time,delivered,BUY-12,Liam Murphy
435,REC-000436,SUP-010,Granite Tooling,ITM-0022,Hard Hat White,PO-100435,2024-04-23,2024-05-08,2024-05-06,15,13,-2,1469,1469,true,On time,delivered,BUY-04,Tom Becker
436,REC-000437,SUP-029,Cobalt Connectors,ITM-0002,M10 Flange Nut Zinc,PO-100436,2025-09-27,2025-10-13,,16,,,1147,0,,cancelled,cancelled,BUY-09,Mei Chen
437,REC-000438,SUP-026,Zenith Motors,ITM-0032,V-Belt A-Section,PO-100437,2024-11-27,2024-12-03,2024-12-02,6,5,-1,1194,1031,true,On time,partially delivered,BUY-01,Aisha Khan
438,REC-000439,SUP-006,Summit Electronics,ITM-0026,Pressure Gauge 0-10bar,PO-100438,2025-10-09,2025-10-15,2025-10-21,6,12,6,304,227,false,production backlog,partially delivered,BUY-05,Priya Nair
439,REC-000440,SUP-010,Granite Tooling,ITM-0033,Filter Cartridge 10in,PO-100439,2025-03-01,2025-03-11,,10,,,670,0,,pending delivery,in transit,BUY-05,Priya Nair
440,REC-000441,SUP-026,Zenith Motors,ITM-0032,V-Belt A-Section,PO-100440,2025-11-14,2025-12-26,2025-12-27,42,43,1,1965,1965,false,supplier capacity shortage,delivered,BUY-01,Aisha Khan
441,REC-000442,SUP-019,Quartz Glassworks,ITM-0028,Proximity Sensor M12,PO-100441,2024-03-25,2024-04-08,2024-04-07,14,13,-1,1086,1086,true,On time,delivered,BUY-01,Aisha Khan
442,REC-000443,SUP-003,Nordic Steel Works,ITM-0029,Motor 0.75kW 3ph,PO-100442,2026-05-17,2026-06-13,2026-06-13,27,27,0,689,689,true,On time,delivered,BUY-03,Lena Schmidt
443,REC-000444,SUP-002,Meridian Logistics,ITM-0021,Safety Gloves Nitrile L,PO-100443,2026-04-05,2026-05-05,2026-05-05,30,30,0,1632,800,true,On time,partially delivered,BUY-01,Aisha Khan
444,REC-000445,SUP-015,Lumen Optics,ITM-0030,Gear Reducer 1:20,PO-100444,2026-01-31,2026-02-10,2026-02-11,10,11,1,1155,839,false,customs/clearance delay,partially delivered,BUY-12,Liam Murphy
445,REC-000446,SUP-015,Lumen Optics,ITM-0009,PVC Pipe 50mm 3m,PO-100445,2024-08-14,2024-09-14,,31,,,1115,0,,pending delivery,in transit,BUY-09,Mei Chen
446,REC-000447,SUP-017,Nexus Semiconductors,ITM-0023,Steel Bracket L-Type,PO-100446,2024-09-29,2024-11-11,2024-11-11,43,43,0,1847,1731,true,On time,partially delivered,BUY-02,Marco Rossi
447,REC-000448,SUP-003,Nordic Steel Works,ITM-0010,Copper Wire 2.5mm 100m,PO-100447,2026-05-14,2026-05-21,2026-05-22,7,8,1,199,199,false,incorrect documentation,delivered,BUY-01,Aisha Khan
448,REC-000449,SUP-018,Pinnacle Hydraulics,ITM-0006,Pneumatic Fitting 1/4in,PO-100448,2025-10-20,2025-11-28,2025-11-22,39,33,-6,1226,1226,true,On time,delivered,BUY-09,Mei Chen
449,REC-000450,SUP-001,Atlas Components Ltd,ITM-0033,Filter Cartridge 10in,PO-100449,2025-10-31,2025-11-06,2025-11-17,6,17,11,384,384,false,raw material shortage,delivered,BUY-07,Sara Lindqvist
450,REC-000451,SUP-009,Pioneer Bearings,ITM-0014,LED Module 12V White,PO-100450,2024-07-28,2024-08-21,2024-08-16,24,19,-5,233,123,true,On time,partially delivered,BUY-08,John O'Brien
451,REC-000452,SUP-001,Atlas Components Ltd,ITM-0018,Welding Rod 3.2mm 5kg,PO-100451,2024-08-01,2024-09-14,2024-09-19,44,49,5,717,717,false,quality hold/inspection,delivered,BUY-02,Marco Rossi
452,REC-000453,SUP-028,Borealis Polymers,ITM-0012,Capacitor 470uF 25V,PO-100452,2024-04-11,2024-04-21,2024-04-22,10,11,1,600,600,false,customs/clearance delay,delivered,BUY-10,Omar Haddad
453,REC-000454,SUP-004,BlueRiver Plastics,ITM-0021,Safety Gloves Nitrile L,PO-100453,2026-04-15,2026-05-12,,27,,,983,0,,cancelled,cancelled,BUY-12,Liam Murphy
454,REC-000455,SUP-009,Pioneer Bearings,ITM-0004,Mild Steel Plate 5mm,PO-100454,2024-08-29,2024-09-07,,9,,,1135,0,,cancelled,cancelled,BUY-10,Omar Haddad
455,REC-000456,SUP-001,Atlas Components Ltd,ITM-0007,Ball Bearing 6204-2RS,PO-100455,2024-01-13,2024-02-15,2024-02-14,33,32,-1,959,959,true,On time,delivered,BUY-01,Aisha Khan
456,REC-000457,SUP-030,Delta Pneumatics,ITM-0014,LED Module 12V White,PO-100456,2026-04-06,2026-05-20,2026-05-21,44,45,1,1920,1920,false,weather disruption,delivered,BUY-10,Omar Haddad
457,REC-000458,SUP-022,Titan Castings,ITM-0033,Filter Cartridge 10in,PO-100457,2025-03-01,2025-03-13,,12,,,292,0,,pending delivery,in transit,BUY-07,Sara Lindqvist
458,REC-000459,SUP-010,Granite Tooling,ITM-0027,Solenoid Valve 24V,PO-100458,2024-01-30,2024-02-23,2024-02-24,24,25,1,214,214,false,supplier capacity shortage,delivered,BUY-08,John O'Brien
459,REC-000460,SUP-005,Vanguard Fasteners,ITM-0002,M10 Flange Nut Zinc,PO-100459,2025-02-11,2025-02-19,2025-02-19,8,8,0,712,712,true,On time,delivered,BUY-06,Diego Alvarez
460,REC-000461,SUP-008,Crescent Chemicals,ITM-0001,M8 Hex Bolt Stainless A2,PO-100460,2026-04-22,2026-06-05,2026-06-08,44,47,3,999,920,false,transport/carrier delay,partially delivered,BUY-06,Diego Alvarez
461,REC-000462,SUP-010,Granite Tooling,ITM-0011,PCB Connector 40-pin,PO-100461,2026-05-30,2026-07-09,,40,,,678,0,,cancelled,cancelled,BUY-06,Diego Alvarez
462,REC-000463,SUP-002,Meridian Logistics,ITM-0002,M10 Flange Nut Zinc,PO-100462,2025-06-12,2025-07-06,2025-06-29,24,17,-7,241,241,true,On time,delivered,BUY-03,Lena Schmidt
463,REC-000464,SUP-029,Cobalt Connectors,ITM-0012,Capacitor 470uF 25V,PO-100463,2024-02-26,2024-03-21,,24,,,1738,0,,pending delivery,in transit,BUY-06,Diego Alvarez
464,REC-000465,SUP-004,BlueRiver Plastics,ITM-0013,Resistor Kit 1/4W,PO-100464,2024-01-11,2024-01-29,2024-02-01,18,21,3,1597,1597,false,quality hold/inspection,delivered,BUY-10,Omar Haddad
465,REC-000466,SUP-028,Borealis Polymers,ITM-0004,Mild Steel Plate 5mm,PO-100465,2025-05-25,2025-07-03,2025-06-29,39,35,-4,454,454,true,On time,delivered,BUY-05,Priya Nair
466,REC-000467,SUP-003,Nordic Steel Works,ITM-0019,Lubricant Grease 5kg,PO-100466,2024-10-21,2024-11-10,2024-11-10,20,20,0,1054,1054,true,On time,delivered,BUY-03,Lena Schmidt
467,REC-000468,SUP-006,Summit Electronics,ITM-0030,Gear Reducer 1:20,PO-100467,2024-06-18,2024-07-26,2024-07-31,38,43,5,216,216,false,raw material shortage,delivered,BUY-05,Priya Nair
468,REC-000469,SUP-018,Pinnacle Hydraulics,ITM-0031,Timing Belt HTD-5M,PO-100468,2024-12-11,2024-12-29,,18,,,1056,0,,cancelled,cancelled,BUY-11,Nina Petrova
469,REC-000470,SUP-004,BlueRiver Plastics,ITM-0014,LED Module 12V White,PO-100469,2025-03-12,2025-03-25,2025-03-24,13,12,-1,1134,1134,true,On time,delivered,BUY-01,Aisha Khan
470,REC-000471,SUP-017,Nexus Semiconductors,ITM-0013,Resistor Kit 1/4W,PO-100470,2024-11-01,2024-11-13,2024-11-17,12,16,4,1729,1729,false,weather disruption,delivered,BUY-11,Nina Petrova
471,REC-000472,SUP-010,Granite Tooling,ITM-0016,O-Ring Kit Nitrile,PO-100471,2024-01-03,2024-01-13,,10,,,1787,0,,cancelled,cancelled,BUY-08,John O'Brien
472,REC-000473,SUP-027,Apex Gaskets,ITM-0001,M8 Hex Bolt Stainless A2,PO-100472,2025-10-01,2025-10-12,,11,,,854,0,,cancelled,cancelled,BUY-11,Nina Petrova
473,REC-000474,SUP-020,Redwood Timber Co,ITM-0022,Hard Hat White,PO-100473,2024-01-30,2024-02-22,2024-02-25,23,26,3,580,580,false,weather disruption,delivered,BUY-11,Nina Petrova
474,REC-000475,SUP-007,Orion Packaging,ITM-0028,Proximity Sensor M12,PO-100474,2025-04-28,2025-06-11,2025-06-12,44,45,1,1050,1050,false,transport/carrier delay,delivered,BUY-07,Sara Lindqvist
475,REC-000476,SUP-008,Crescent Chemicals,ITM-0026,Pressure Gauge 0-10bar,PO-100475,2026-01-30,2026-02-05,,6,,,1855,0,,pending delivery,in transit,BUY-12,Liam Murphy
476,REC-000477,SUP-022,Titan Castings,ITM-0004,Mild Steel Plate 5mm,PO-100476,2026-01-20,2026-02-22,2026-02-21,33,32,-1,147,143,true,On time,partially delivered,BUY-02,Marco Rossi
477,REC-000478,SUP-025,Westwind Cables,ITM-0017,Cutting Disc 125mm,PO-100477,2026-02-10,2026-03-08,,26,,,1017,0,,pending delivery,in transit,BUY-10,Omar Haddad
478,REC-000479,SUP-024,Vertex Adhesives,ITM-0040,Label Roll Thermal,PO-100478,2025-04-19,2025-04-29,2025-05-01,10,12,2,118,118,false,supplier capacity shortage,delivered,BUY-08,John O'Brien
479,REC-000480,SUP-024,Vertex Adhesives,ITM-0003,Aluminium Sheet 2mm 1x2m,PO-100479,2026-01-19,2026-01-26,2026-02-02,7,14,7,1004,1004,false,customs/clearance delay,delivered,BUY-09,Mei Chen
480,REC-000481,SUP-011,Evergreen Textiles,ITM-0028,Proximity Sensor M12,PO-100480,2025-09-01,2025-09-09,2025-09-08,8,7,-1,1850,1850,true,On time,delivered,BUY-07,Sara Lindqvist
481,REC-000482,SUP-028,Borealis Polymers,ITM-0018,Welding Rod 3.2mm 5kg,PO-100481,2024-05-13,2024-05-28,2024-05-29,15,16,1,1128,1128,false,weather disruption,delivered,BUY-12,Liam Murphy
482,REC-000483,SUP-018,Pinnacle Hydraulics,ITM-0011,PCB Connector 40-pin,PO-100482,2024-06-14,2024-07-20,2024-07-18,36,34,-2,1765,1765,true,On time,delivered,BUY-04,Tom Becker
483,REC-000484,SUP-011,Evergreen Textiles,ITM-0031,Timing Belt HTD-5M,PO-100483,2024-10-16,2024-10-31,2024-10-25,15,9,-6,83,38,true,On time,partially delivered,BUY-09,Mei Chen
484,REC-000485,SUP-021,Sterling Valves,ITM-0040,Label Roll Thermal,PO-100484,2025-11-20,2025-12-21,,31,,,406,0,,cancelled,cancelled,BUY-02,Marco Rossi
485,REC-000486,SUP-028,Borealis Polymers,ITM-0032,V-Belt A-Section,PO-100485,2025-02-01,2025-02-16,2025-02-10,15,9,-6,704,704,true,On time,delivered,BUY-01,Aisha Khan
486,REC-000487,SUP-001,Atlas Components Ltd,ITM-0025,Caster Wheel 100mm,PO-100486,2024-09-22,2024-10-12,2024-10-09,20,17,-3,1590,1590,true,On time,delivered,BUY-01,Aisha Khan
487,REC-000488,SUP-030,Delta Pneumatics,ITM-0017,Cutting Disc 125mm,PO-100487,2025-05-01,2025-05-21,2025-05-22,20,21,1,1616,1616,false,production backlog,delivered,BUY-06,Diego Alvarez
488,REC-000489,SUP-009,Pioneer Bearings,ITM-0014,LED Module 12V White,PO-100488,2026-03-07,2026-04-09,2026-04-02,33,26,-7,1130,1130,true,On time,delivered,BUY-06,Diego Alvarez
489,REC-000490,SUP-010,Granite Tooling,ITM-0032,V-Belt A-Section,PO-100489,2026-04-23,2026-05-06,2026-05-05,13,12,-1,1714,1714,true,On time,delivered,BUY-09,Mei Chen
490,REC-000491,SUP-007,Orion Packaging,ITM-0030,Gear Reducer 1:20,PO-100490,2025-01-01,2025-02-06,2025-02-08,36,38,2,1710,1710,false,weather disruption,delivered,BUY-09,Mei Chen
491,REC-000492,SUP-020,Redwood Timber Co,ITM-0029,Motor 0.75kW 3ph,PO-100491,2025-05-14,2025-05-20,2025-05-27,6,13,7,864,832,false,production backlog,partially delivered,BUY-12,Liam Murphy
492,REC-000493,SUP-004,BlueRiver Plastics,ITM-0010,Copper Wire 2.5mm 100m,PO-100492,2026-02-24,2026-04-09,2026-04-09,44,44,0,1513,1513,true,On time,delivered,BUY-12,Liam Murphy
493,REC-000494,SUP-025,Westwind Cables,ITM-0022,Hard Hat White,PO-100493,2026-01-11,2026-02-06,2026-02-17,26,37,11,228,228,false,quality hold/inspection,delivered,BUY-10,Omar Haddad
494,REC-000495,SUP-004,BlueRiver Plastics,ITM-0007,Ball Bearing 6204-2RS,PO-100494,2026-01-07,2026-01-27,,20,,,975,0,,cancelled,cancelled,BUY-12,Liam Murphy
495,REC-000496,SUP-002,Meridian Logistics,ITM-0019,Lubricant Grease 5kg,PO-100495,2024-05-24,2024-05-29,2024-06-09,5,16,11,603,603,false,production backlog,delivered,BUY-01,Aisha Khan
496,REC-000497,SUP-007,Orion Packaging,ITM-0014,LED Module 12V White,PO-100496,2025-04-21,2025-06-01,2025-06-05,41,45,4,1773,1773,false,transport/carrier delay,delivered,BUY-04,Tom Becker
497,REC-000498,SUP-015,Lumen Optics,ITM-0040,Label Roll Thermal,PO-100497,2024-04-10,2024-04-21,2024-04-11,11,1,-10,924,924,true,On time,delivered,BUY-12,Liam Murphy
498,REC-000499,SUP-026,Zenith Motors,ITM-0012,Capacitor 470uF 25V,PO-100498,2025-12-05,2025-12-11,2025-12-06,6,1,-5,1077,1077,true,On time,delivered,BUY-04,Tom Becker
499,REC-000500,SUP-028,Borealis Polymers,ITM-0021,Safety Gloves Nitrile L,PO-100499,2026-03-07,2026-03-15,2026-03-15,8,8,0,593,593,true,On time,delivered,BUY-08,John O'Brien
500,REC-000501,SUP-030,Delta Pneumatics,ITM-0034,Coolant Concentrate 20L,PO-100500,2024-09-27,2024-10-11,2024-10-13,14,16,2,1998,1998,false,raw material shortage,delivered,BUY-07,Sara Lindqvist
501,REC-000502,SUP-018,Pinnacle Hydraulics,ITM-0006,Pneumatic Fitting 1/4in,PO-100501,2025-10-03,2025-11-10,,38,,,1493,0,,pending delivery,in transit,BUY-05,Priya Nair
502,REC-000503,SUP-002,Meridian Logistics,ITM-0026,Pressure Gauge 0-10bar,PO-100502,2025-06-03,2025-07-10,2025-07-08,37,35,-2,1448,1448,true,On time,delivered,BUY-10,Omar Haddad
503,REC-000504,SUP-004,BlueRiver Plastics,ITM-0030,Gear Reducer 1:20,PO-100503,2025-01-27,2025-03-04,2025-03-07,36,39,3,1610,1610,false,customs/clearance delay,delivered,BUY-06,Diego Alvarez
504,REC-000505,SUP-002,Meridian Logistics,ITM-0040,Label Roll Thermal,PO-100504,2026-02-04,2026-03-04,2026-03-03,28,27,-1,629,629,true,On time,delivered,BUY-06,Diego Alvarez
505,REC-000506,SUP-029,Cobalt Connectors,ITM-0021,Safety Gloves Nitrile L,PO-100505,2024-07-12,2024-08-26,,45,,,1547,0,,pending delivery,in transit,BUY-01,Aisha Khan
506,REC-000507,SUP-001,Atlas Components Ltd,ITM-0010,Copper Wire 2.5mm 100m,PO-100506,2024-06-24,2024-07-24,2024-08-03,30,40,10,720,720,false,quality hold/inspection,delivered,BUY-03,Lena Schmidt
507,REC-000508,SUP-028,Borealis Polymers,ITM-0023,Steel Bracket L-Type,PO-100507,2024-11-06,2024-12-09,2024-12-11,33,35,2,328,328,false,raw material shortage,delivered,BUY-08,John O'Brien
508,REC-000509,SUP-009,Pioneer Bearings,ITM-0019,Lubricant Grease 5kg,PO-100508,2026-01-06,2026-01-17,2026-01-14,11,8,-3,689,689,true,On time,delivered,BUY-09,Mei Chen
509,REC-000510,SUP-017,Nexus Semiconductors,ITM-0008,Roller Bearing NU205,PO-100509,2024-04-03,2024-04-16,2024-04-20,13,17,4,1039,1039,false,weather disruption,delivered,BUY-02,Marco Rossi
510,REC-000511,SUP-018,Pinnacle Hydraulics,ITM-0003,Aluminium Sheet 2mm 1x2m,PO-100510,2025-03-20,2025-04-02,2025-04-01,13,12,-1,1073,920,true,On time,partially delivered,BUY-10,Omar Haddad
511,REC-000512,SUP-020,Redwood Timber Co,ITM-0018,Welding Rod 3.2mm 5kg,PO-100511,2024-09-02,2024-09-09,2024-09-10,7,8,1,706,706,false,production backlog,delivered,BUY-03,Lena Schmidt
512,REC-000513,SUP-009,Pioneer Bearings,ITM-0009,PVC Pipe 50mm 3m,PO-100512,2024-09-29,2024-11-10,,42,,,1527,0,,pending delivery,in transit,BUY-12,Liam Murphy
513,REC-000514,SUP-010,Granite Tooling,ITM-0007,Ball Bearing 6204-2RS,PO-100513,2025-01-02,2025-02-12,2025-02-11,41,40,-1,1076,1076,true,On time,delivered,BUY-07,Sara Lindqvist
514,REC-000515,SUP-002,Meridian Logistics,ITM-0028,Proximity Sensor M12,PO-100514,2024-07-30,2024-08-20,,21,,,686,0,,pending delivery,in transit,BUY-03,Lena Schmidt
515,REC-000516,SUP-007,Orion Packaging,ITM-0016,O-Ring Kit Nitrile,PO-100515,2025-05-22,2025-05-31,2025-06-06,9,15,6,1692,1692,false,weather disruption,delivered,BUY-12,Liam Murphy
516,REC-000517,SUP-024,Vertex Adhesives,ITM-0015,Gasket Set EPDM,PO-100516,2024-09-19,2024-10-07,,18,,,563,0,,cancelled,cancelled,BUY-11,Nina Petrova
517,REC-000518,SUP-002,Meridian Logistics,ITM-0001,M8 Hex Bolt Stainless A2,PO-100517,2025-10-03,2025-10-15,2025-10-11,12,8,-4,979,610,true,On time,partially delivered,BUY-09,Mei Chen
